stud.id,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
488752,Female,23,156,60.8,Other,1.23,4th,Biology,Mathematics and Statistics,75,82,0,0,NA
488797,Female,32,158,60.9,Orthodox,1.04,5th,Biology,Environmental Sciences,83,78,1,1,41847.04556
488834,Female,23,166,68.9,Catholic,1.16,4th,Political Science,Biology,42,62,1,0,NA
489104,Male,20,167,67.3,Other,1.27,3rd,Environmental Sciences,Biology,72,73,1,0,NA
489114,Male,22,181,77.6,Catholic,1.22,5th,Social Sciences,Mathematics and Statistics,55,46,0,1,50704.7586
489430,Female,19,159,65.7,Orthodox,1.96,5th,Political Science,Social Sciences,57,57,0,0,NA
489580,Male,22,174,70.6,Other,1.42,5th,Mathematics and Statistics,Social Sciences,91,92,0,0,NA
489946,Male,18,200,103.6,Protestant,1.86,4th,Economics and Finance,Social Sciences,57,70,1,0,NA
490018,Male,21,188,85.6,Other,2.27,3rd,Political Science,Environmental Sciences,56,59,0,0,NA
490037,Female,25,161,66.7,Other,1.98,6th,Mathematics and Statistics,Social Sciences,91,86,0,0,NA
490052,Male,19,169,68.9,Catholic,2.79,6th,Political Science,Economics and Finance,63,56,0,0,NA
490086,Male,21,188,83,Other,2.69,5th,Mathematics and Statistics,Political Science,90,93,0,1,67278.11292
490502,Male,20,188,89.1,Protestant,1.44,3rd,Political Science,Biology,50,52,0,0,NA
490684,Male,22,182,80,Other,1.05,5th,Economics and Finance,Social Sciences,68,73,1,1,48445.14113
490824,Male,20,178,80.2,Protestant,2.29,5th,Political Science,Social Sciences,57,46,1,1,58612.84805
491376,Female,19,163,69.2,Catholic,1.99,3rd,Biology,Environmental Sciences,82,83,1,0,NA
491459,Female,22,161,63.7,Catholic,1.1,4th,Biology,Environmental Sciences,76,80,0,0,NA
491541,Male,19,170,72.8,Catholic,1.42,6th,Social Sciences,Economics and Finance,42,51,1,1,33476.60003
491571,Female,23,145,63.2,Catholic,2.11,5th,Social Sciences,Environmental Sciences,37,46,1,1,42555.18759
491689,Female,23,159,65.8,Catholic,2.49,3rd,Political Science,Environmental Sciences,48,60,1,0,NA
491938,Female,20,168,71.4,Other,3.96,4th,Political Science,Mathematics and Statistics,57,51,1,1,37306.14735
492028,Female,20,162,64.9,Other,1.68,3rd,Mathematics and Statistics,Political Science,88,91,1,0,NA
492124,Female,21,170,68.9,Catholic,3.18,3rd,Social Sciences,Biology,43,38,0,0,NA
492136,Female,21,170,70,Muslim,1.08,6th,Biology,Political Science,72,81,0,1,38188.89195
492518,Female,21,148,63.8,Catholic,1.03,4th,Economics and Finance,Political Science,69,65,1,1,36969.78829
492535,Male,23,171,70,Other,1.42,>6th,Environmental Sciences,Social Sciences,71,74,1,1,46446.95929
492741,Male,26,155,64.3,Catholic,1.74,4th,Biology,Political Science,84,83,1,0,NA
492770,Female,32,164,71.2,Other,2.05,6th,Biology,Environmental Sciences,78,74,0,0,NA
492787,Male,21,188,90.1,Catholic,2.67,3rd,Environmental Sciences,Mathematics and Statistics,72,82,1,0,NA
492812,Female,18,167,72.6,Catholic,2.62,5th,Political Science,Mathematics and Statistics,52,58,1,1,29550.7916
492848,Female,23,193,92.5,Other,2.89,4th,Economics and Finance,Biology,64,65,1,1,43142.38266
492961,Male,20,160,65.2,Other,2.16,3rd,Economics and Finance,Environmental Sciences,71,67,1,0,NA
493344,Female,21,149,56.5,Other,1.05,4th,Political Science,Mathematics and Statistics,58,53,0,1,27244.06207
493552,Female,23,159,61.3,Catholic,3.07,4th,Biology,Social Sciences,80,73,1,0,NA
493786,Male,23,184,82.5,Protestant,3.68,3rd,Economics and Finance,Mathematics and Statistics,72,69,1,0,NA
494007,Male,19,195,98.1,Other,3.48,4th,Biology,Economics and Finance,78,79,1,0,NA
494080,Male,19,178,75.9,Protestant,1.4,4th,Mathematics and Statistics,Social Sciences,85,87,1,1,44295.98545
494161,Female,22,160,61.9,Catholic,1.17,3rd,Environmental Sciences,Biology,73,83,1,0,NA
494408,Female,41,162,64.9,Protestant,2.16,3rd,Economics and Finance,Biology,69,62,0,0,NA
494589,Male,21,174,73.7,Catholic,2.71,6th,Mathematics and Statistics,Social Sciences,88,93,1,1,48102.53104
494794,Male,21,182,78.2,Other,1.58,3rd,Biology,Political Science,81,73,1,0,NA
495329,Male,19,180,73.9,Catholic,1.84,3rd,Mathematics and Statistics,Social Sciences,86,92,1,0,NA
495511,Female,21,164,64.5,Catholic,1.5,>6th,Economics and Finance,Environmental Sciences,70,70,1,1,45993.38553
495560,Male,25,187,86,Orthodox,1.66,5th,Political Science,Economics and Finance,68,58,1,1,34467.64314
495607,Female,22,164,64.3,Other,3.12,3rd,Economics and Finance,Political Science,79,68,1,0,NA
495927,Male,23,190,88.2,Catholic,3.76,5th,Political Science,Economics and Finance,48,62,1,0,NA
496263,Male,21,186,82.2,Catholic,1.54,5th,Mathematics and Statistics,Biology,87,92,1,1,46116.22173
496356,Female,24,164,65.6,Catholic,2.41,3rd,Political Science,Biology,58,53,0,0,NA
496565,Male,21,165,65.3,Other,1.5,3rd,Economics and Finance,Biology,63,62,1,0,NA
496769,Male,20,185,83.7,Other,2.22,6th,Economics and Finance,Environmental Sciences,67,70,1,0,NA
496971,Female,41,157,63.8,Catholic,1.29,4th,Mathematics and Statistics,Political Science,91,88,0,0,NA
496986,Female,20,154,62.1,Other,2.69,4th,Political Science,Social Sciences,66,54,0,0,NA
497075,Female,20,162,68.9,Catholic,2.46,5th,Social Sciences,Biology,42,41,0,1,27408.49267
497277,Male,19,180,76.7,Other,3.72,3rd,Mathematics and Statistics,Biology,89,94,1,0,NA
497609,Male,24,169,68.7,Catholic,2.28,3rd,Mathematics and Statistics,Biology,83,88,1,0,NA
497685,Female,24,163,66.4,Catholic,2.45,3rd,Biology,Environmental Sciences,76,78,0,0,NA
497703,Female,62,167,69.8,Protestant,1.18,3rd,Environmental Sciences,Social Sciences,74,79,1,0,NA
497782,Male,19,177,72.7,Protestant,2.76,6th,Economics and Finance,Mathematics and Statistics,68,68,1,1,41383.92801
497787,Male,20,168,68.3,Orthodox,3.16,4th,Economics and Finance,Mathematics and Statistics,66,71,1,1,60675.79303
497911,Female,21,149,59.5,Catholic,2.8,4th,Social Sciences,Biology,47,39,1,0,NA
498088,Male,49,174,72.1,Catholic,1.14,4th,Environmental Sciences,Biology,70,72,0,0,NA
498504,Male,21,175,80.8,Other,1.18,5th,Mathematics and Statistics,Economics and Finance,89,90,0,1,65397.21855
498556,Female,20,165,67.3,Other,2.83,4th,Political Science,Social Sciences,48,60,1,0,NA
498623,Female,22,164,69.1,Catholic,3.79,4th,Political Science,Social Sciences,41,52,1,1,30395.29749
498917,Female,24,159,62.2,Catholic,3.59,3rd,Political Science,Environmental Sciences,55,58,1,0,NA
498932,Female,22,158,67.4,Muslim,2.77,4th,Biology,Political Science,80,77,0,0,NA
499107,Female,21,153,57.6,Other,2.86,3rd,Mathematics and Statistics,Biology,88,88,1,0,NA
499183,Male,25,180,80.5,Other,3.39,3rd,Environmental Sciences,Biology,75,81,1,0,NA
499198,Male,21,196,96.5,Catholic,2.49,>6th,Biology,Environmental Sciences,72,77,1,1,39092.53699
499214,Female,64,172,70.6,Other,1.57,>6th,Economics and Finance,Mathematics and Statistics,65,74,1,1,34831.01943
499524,Male,19,166,63.8,Other,1.85,5th,Environmental Sciences,Economics and Finance,77,62,1,1,34964.05908
499743,Female,22,150,58.7,Other,1.31,3rd,Environmental Sciences,Political Science,68,66,1,0,NA
499777,Male,19,187,90.9,Other,1.56,5th,Economics and Finance,Mathematics and Statistics,72,70,1,1,31971.22504
499824,Female,22,158,63.6,Other,2.13,5th,Political Science,Mathematics and Statistics,60,62,0,0,NA
499842,Female,20,165,66.5,Catholic,1.06,3rd,Environmental Sciences,Political Science,75,75,1,0,NA
499973,Male,25,169,73.2,Muslim,1.4,5th,Environmental Sciences,Mathematics and Statistics,75,83,1,0,NA
500052,Male,22,177,74,Catholic,1.12,3rd,Social Sciences,Biology,43,42,0,0,NA
500055,Female,20,167,65.7,Protestant,1.24,3rd,Social Sciences,Economics and Finance,44,54,0,0,NA
500133,Female,20,172,74.6,Other,1.69,4th,Social Sciences,Environmental Sciences,49,48,1,1,33150.02538
500494,Male,22,180,75.3,Protestant,1.94,4th,Social Sciences,Political Science,48,52,1,1,24819.14294
500865,Female,21,165,66.6,Protestant,1.01,4th,Biology,Mathematics and Statistics,72,79,1,0,NA
500986,Male,20,182,79,Protestant,3.04,5th,Economics and Finance,Political Science,67,71,1,1,45477.97661
501070,Male,19,173,72.1,Catholic,1.7,4th,Political Science,Environmental Sciences,53,58,1,0,NA
501511,Male,21,176,77.9,Orthodox,1.72,4th,Economics and Finance,Environmental Sciences,65,61,0,0,NA
501826,Male,22,177,78.9,Other,1.72,4th,Biology,Political Science,73,85,1,1,50508.15632
501839,Male,19,182,74.4,Other,2.82,4th,Social Sciences,Political Science,44,39,1,0,NA
501904,Female,19,173,74.5,Protestant,1.61,3rd,Social Sciences,Environmental Sciences,38,39,0,0,NA
502034,Male,22,173,73.2,Catholic,2.64,4th,Mathematics and Statistics,Environmental Sciences,90,92,1,0,NA
502172,Male,21,172,74.4,Catholic,2.59,3rd,Mathematics and Statistics,Environmental Sciences,85,87,1,0,NA
502189,Male,18,182,82.1,Protestant,1.17,5th,Economics and Finance,Social Sciences,75,67,0,0,NA
502335,Male,20,178,78.1,Protestant,2.37,3rd,Political Science,Environmental Sciences,52,56,1,0,NA
502499,Male,22,186,82.1,Protestant,1.77,3rd,Mathematics and Statistics,Political Science,90,86,1,0,NA
502746,Male,21,176,76.6,Catholic,1.18,3rd,Mathematics and Statistics,Economics and Finance,87,91,1,0,NA
502917,Female,21,159,58.5,Catholic,3.58,3rd,Political Science,Social Sciences,54,56,1,0,NA
503133,Male,24,178,76.6,Other,1.25,5th,Biology,Environmental Sciences,80,83,0,0,NA
503148,Female,22,170,69.1,Protestant,1.24,5th,Social Sciences,Mathematics and Statistics,41,50,1,1,28046.20864
503216,Female,21,148,60.5,Muslim,1.28,6th,Environmental Sciences,Social Sciences,75,79,0,0,NA
503783,Female,20,177,74.4,Other,3.71,>6th,Social Sciences,Mathematics and Statistics,45,45,1,1,21453.99451
503879,Female,20,157,64.4,Other,1.66,3rd,Social Sciences,Mathematics and Statistics,52,33,0,0,NA
503942,Female,23,161,63.5,Protestant,1.47,3rd,Political Science,Environmental Sciences,58,65,1,0,NA
504069,Male,20,180,77.3,Other,1.52,4th,Environmental Sciences,Political Science,71,72,0,0,NA
504616,Female,22,156,61.8,Catholic,2.14,3rd,Political Science,Economics and Finance,54,55,0,0,NA
504695,Male,21,187,81.7,Protestant,1.21,5th,Social Sciences,Environmental Sciences,38,40,1,1,34462.50761
504713,Female,21,184,81.3,Other,2.77,3rd,Environmental Sciences,Economics and Finance,73,72,0,0,NA
504787,Female,20,155,61.5,Catholic,3.86,4th,Biology,Economics and Finance,73,84,1,0,NA
504895,Female,20,176,78.8,Protestant,1.7,3rd,Economics and Finance,Political Science,69,67,0,0,NA
505289,Female,19,164,67.8,Catholic,1.74,3rd,Political Science,Mathematics and Statistics,56,60,1,0,NA
505652,Male,22,179,73.9,Other,3.89,5th,Environmental Sciences,Political Science,66,71,1,1,33924.94839
505805,Male,21,198,98.4,Muslim,1.52,3rd,Political Science,Social Sciences,50,64,0,0,NA
505892,Male,20,188,84,Protestant,1.42,3rd,Biology,Environmental Sciences,78,77,0,0,NA
506204,Male,24,176,72.1,Protestant,2.93,4th,Economics and Finance,Mathematics and Statistics,65,68,0,0,NA
506364,Female,21,159,65.4,Catholic,3.35,3rd,Social Sciences,Mathematics and Statistics,44,47,1,0,NA
507077,Female,19,175,74.3,Other,1.14,3rd,Political Science,Mathematics and Statistics,50,58,1,0,NA
507150,Male,21,169,76.8,Catholic,3.08,5th,Economics and Finance,Biology,62,54,0,1,43989.75161
507271,Female,20,161,65.6,Other,1.42,4th,Social Sciences,Mathematics and Statistics,50,44,1,1,36032.46063
507465,Male,23,178,77.3,Catholic,1.32,4th,Political Science,Biology,52,58,0,0,NA
507543,Male,19,181,81.9,Other,2,3rd,Mathematics and Statistics,Environmental Sciences,91,96,1,0,NA
507809,Female,23,171,76,Catholic,3.12,6th,Social Sciences,Biology,47,34,1,1,31151.41714
508423,Female,31,162,63.9,Catholic,1.19,3rd,Political Science,Social Sciences,49,59,0,0,NA
508696,Male,21,176,72.4,Protestant,1.45,5th,Environmental Sciences,Social Sciences,71,63,0,1,38408.59012
509375,Male,21,174,71.3,Protestant,1.88,>6th,Mathematics and Statistics,Biology,88,86,1,1,42801.21504
509437,Male,22,182,78.3,Other,1.2,5th,Mathematics and Statistics,Environmental Sciences,93,93,1,1,55273.77456
509476,Male,20,178,81.4,Protestant,2.6,4th,Environmental Sciences,Mathematics and Statistics,68,67,1,0,NA
509640,Male,22,184,85,Catholic,3.3,6th,Mathematics and Statistics,Biology,85,88,0,1,42531.45773
509748,Male,18,186,81.8,Catholic,3.03,6th,Environmental Sciences,Economics and Finance,71,76,1,0,NA
509752,Female,19,167,70.8,Other,2.08,6th,Social Sciences,Biology,44,44,1,0,NA
509910,Male,20,185,85.7,Protestant,2.94,4th,Biology,Political Science,73,76,0,0,NA
510112,Female,20,174,70.3,Other,3.25,5th,Social Sciences,Political Science,37,52,1,1,30902.89282
510119,Female,28,169,67.8,Other,2,3rd,Environmental Sciences,Economics and Finance,69,78,1,0,NA
510347,Female,20,157,60.8,Other,1.28,5th,Environmental Sciences,Political Science,68,78,1,1,30042.73682
510393,Male,25,175,75.5,Catholic,2.94,4th,Mathematics and Statistics,Environmental Sciences,88,92,1,0,NA
510408,Male,20,190,86.2,Protestant,2.68,4th,Environmental Sciences,Economics and Finance,68,77,0,0,NA
511043,Female,21,183,82.8,Other,2.77,>6th,Economics and Finance,Biology,67,74,0,1,39623.56836
511097,Female,63,154,62.8,Protestant,3.47,5th,Economics and Finance,Mathematics and Statistics,68,72,1,1,46130.95409
511204,Male,23,180,78.2,Catholic,3.54,5th,Political Science,Mathematics and Statistics,57,55,1,1,40135.76291
511216,Male,23,180,84.9,Other,1.1,3rd,Mathematics and Statistics,Biology,89,95,1,0,NA
511398,Male,23,189,88.9,Protestant,1.71,5th,Political Science,Mathematics and Statistics,61,47,1,1,56181.52023
511445,Female,23,167,66.1,Other,2.13,5th,Biology,Mathematics and Statistics,72,79,1,1,29854.7992
511564,Female,20,161,68.2,Other,2.88,6th,Political Science,Social Sciences,54,62,1,1,37468.47498
511967,Male,24,182,80.8,Protestant,2.51,6th,Mathematics and Statistics,Biology,86,91,1,1,54680.65283
511991,Male,21,189,90.7,Other,1.91,5th,Social Sciences,Environmental Sciences,53,39,1,1,40944.50895
512012,Female,19,164,67.4,Orthodox,2.19,4th,Biology,Environmental Sciences,80,81,1,1,44828.80865
512220,Male,25,193,93.8,Protestant,3.82,4th,Mathematics and Statistics,Social Sciences,82,87,0,1,61615.84752
512255,Female,23,165,65.9,Other,1.56,3rd,Environmental Sciences,Economics and Finance,67,70,1,0,NA
512261,Male,23,181,82.4,Other,1.05,4th,Economics and Finance,Environmental Sciences,71,67,1,0,NA
512499,Male,25,182,82.5,Other,2.55,3rd,Biology,Economics and Finance,83,75,0,0,NA
513000,Male,22,178,80.5,Other,1.09,3rd,Mathematics and Statistics,Political Science,91,89,1,0,NA
513013,Male,22,182,77,Protestant,3.32,6th,Economics and Finance,Environmental Sciences,71,57,1,1,46653.1039
513249,Female,20,165,66.9,Other,1.01,5th,Social Sciences,Mathematics and Statistics,50,45,1,0,NA
513336,Female,22,176,78,Other,1.59,6th,Social Sciences,Political Science,43,44,1,1,33715.9733
513338,Male,21,178,77.3,Protestant,3.16,4th,Biology,Social Sciences,77,79,0,0,NA
513397,Male,21,167,69.2,Orthodox,1.45,4th,Environmental Sciences,Economics and Finance,73,83,0,1,31188.57334
513477,Female,19,157,68.8,Protestant,2.7,>6th,Biology,Mathematics and Statistics,76,77,0,1,40779.20844
513875,Female,49,150,60.8,Other,2.98,4th,Economics and Finance,Biology,67,67,1,0,NA
513929,Male,20,185,84.1,Other,2.83,4th,Biology,Environmental Sciences,83,77,1,0,NA
513935,Male,20,186,86.9,Other,1.57,3rd,Social Sciences,Economics and Finance,46,35,1,0,NA
514063,Female,23,162,64.2,Other,2.79,4th,Biology,Social Sciences,74,84,0,0,NA
514389,Female,21,166,67.9,Muslim,2.26,5th,Environmental Sciences,Mathematics and Statistics,72,77,1,1,35191.66276
514480,Male,21,180,78.9,Catholic,3.36,6th,Environmental Sciences,Mathematics and Statistics,68,78,1,0,NA
514641,Female,21,156,62.5,Orthodox,2.34,5th,Social Sciences,Environmental Sciences,44,41,1,1,34373.99397
514730,Male,22,188,88.6,Muslim,2.1,3rd,Social Sciences,Mathematics and Statistics,48,50,0,0,NA
515270,Male,23,192,92.2,Other,1.9,6th,Biology,Mathematics and Statistics,74,84,1,1,49930.48873
515357,Female,43,161,68.1,Catholic,3.38,3rd,Biology,Economics and Finance,77,86,1,0,NA
515980,Female,21,175,73.8,Catholic,2.73,4th,Political Science,Social Sciences,52,55,1,0,NA
516117,Female,21,158,65.4,Other,3.52,4th,Biology,Social Sciences,79,77,0,0,NA
516155,Female,24,169,69.1,Protestant,1.9,4th,Economics and Finance,Environmental Sciences,71,73,1,1,43667.41565
516229,Female,21,164,70,Catholic,2.27,4th,Biology,Mathematics and Statistics,72,81,1,1,43634.64981
516297,Female,21,157,63.5,Other,1.46,>6th,Social Sciences,Political Science,52,45,1,0,NA
516874,Female,23,159,65.8,Catholic,2.2,3rd,Biology,Political Science,74,75,0,0,NA
517410,Male,21,167,68.3,Catholic,1.91,5th,Biology,Environmental Sciences,71,88,1,1,60492.32148
517485,Female,21,171,73,Catholic,1.09,4th,Mathematics and Statistics,Political Science,87,87,1,1,26489.30624
517488,Female,22,177,79.1,Catholic,1.01,4th,Environmental Sciences,Political Science,68,75,0,0,NA
517654,Male,22,173,75.7,Protestant,1.96,5th,Environmental Sciences,Biology,71,74,1,0,NA
517773,Female,25,167,66.9,Catholic,1.39,4th,Social Sciences,Mathematics and Statistics,42,47,1,0,NA
517832,Male,19,176,78.1,Catholic,2.74,>6th,Economics and Finance,Mathematics and Statistics,68,67,0,1,56869.77624
518046,Male,19,170,71.3,Other,2.91,4th,Economics and Finance,Environmental Sciences,70,61,0,0,NA
518145,Male,24,184,80.3,Protestant,2.37,6th,Mathematics and Statistics,Environmental Sciences,87,88,0,1,40343.2821
518182,Male,20,175,72.6,Protestant,1.77,5th,Environmental Sciences,Economics and Finance,79,65,1,1,37967.02449
518268,Male,20,174,73.7,Other,1.28,4th,Political Science,Economics and Finance,61,48,1,0,NA
518346,Female,23,154,63.7,Protestant,1.65,5th,Social Sciences,Biology,50,39,1,1,26291.32302
518496,Male,27,189,86.5,Catholic,3.01,3rd,Economics and Finance,Social Sciences,67,71,1,0,NA
518639,Male,19,182,85.9,Catholic,2.96,5th,Environmental Sciences,Social Sciences,70,80,0,1,34664.57999
518678,Male,21,176,74.9,Other,2.31,4th,Economics and Finance,Political Science,66,65,0,0,NA
518703,Female,21,163,68.4,Catholic,2.82,3rd,Economics and Finance,Social Sciences,51,78,0,0,NA
518904,Female,24,168,66,Catholic,2.6,5th,Social Sciences,Economics and Finance,43,51,1,1,28338.17215
519217,Female,22,156,64,Other,1.63,4th,Political Science,Economics and Finance,51,54,0,0,NA
519478,Male,20,168,69.6,Catholic,2.12,>6th,Environmental Sciences,Social Sciences,71,72,1,1,34979.13595
519558,Female,22,168,71.5,Catholic,1.73,3rd,Mathematics and Statistics,Environmental Sciences,90,91,0,0,NA
519881,Male,18,183,81.8,Other,1.3,4th,Social Sciences,Mathematics and Statistics,45,39,1,0,NA
519924,Male,18,179,76.1,Orthodox,3.61,5th,Economics and Finance,Biology,65,69,1,1,39994.14221
520005,Female,23,167,68.4,Other,2.21,6th,Environmental Sciences,Economics and Finance,71,71,0,0,NA
520177,Female,20,174,76.8,Catholic,1.96,4th,Political Science,Environmental Sciences,47,54,1,0,NA
520250,Male,20,188,89.3,Catholic,2.97,6th,Environmental Sciences,Economics and Finance,61,80,1,1,34485.16661
520343,Male,21,173,76.5,Other,1.91,6th,Mathematics and Statistics,Economics and Finance,84,92,1,0,NA
520344,Male,22,182,81.3,Catholic,1.25,3rd,Economics and Finance,Political Science,65,72,1,0,NA
520391,Male,22,174,73,Catholic,2.11,3rd,Economics and Finance,Environmental Sciences,66,62,0,0,NA
520680,Male,23,179,79.1,Catholic,2.24,5th,Biology,Political Science,69,76,1,0,NA
521046,Female,22,157,62.1,Protestant,2.22,5th,Social Sciences,Political Science,43,49,1,1,33641.73103
521170,Male,23,168,68.6,Other,1.72,3rd,Social Sciences,Environmental Sciences,50,40,1,0,NA
521270,Female,19,169,71.9,Catholic,1.58,4th,Social Sciences,Economics and Finance,43,41,1,0,NA
521316,Female,20,170,74.8,Other,1.31,4th,Biology,Mathematics and Statistics,73,79,1,0,NA
522118,Female,22,169,70.8,Other,3.31,5th,Biology,Political Science,76,85,1,0,NA
522197,Female,33,165,67.1,Catholic,2.26,5th,Biology,Political Science,78,75,1,0,NA
522602,Male,21,192,91.4,Catholic,2.22,5th,Social Sciences,Political Science,39,32,1,1,36732.51005
522622,Female,23,155,62.1,Other,1.68,5th,Political Science,Economics and Finance,56,50,1,1,24363.68573
522651,Female,19,166,70.7,Other,3.97,>6th,Social Sciences,Biology,47,48,1,1,33511.19814
522677,Female,24,158,63.9,Other,2.38,4th,Economics and Finance,Political Science,65,73,1,0,NA
523108,Male,21,178,75.8,Protestant,2.45,4th,Environmental Sciences,Economics and Finance,63,74,0,1,37966.33893
523283,Female,24,178,76.5,Protestant,3.28,3rd,Environmental Sciences,Political Science,73,78,1,0,NA
523453,Male,22,171,71.9,Other,3.18,5th,Mathematics and Statistics,Social Sciences,87,94,1,1,66365.12731
523600,Male,20,183,78.3,Protestant,2.04,4th,Political Science,Economics and Finance,56,57,0,0,NA
523651,Female,26,167,68.8,Catholic,1.38,3rd,Biology,Political Science,71,76,0,0,NA
524024,Female,22,160,67.7,Other,2.98,3rd,Social Sciences,Environmental Sciences,51,44,1,0,NA
524108,Male,18,179,77,Catholic,1.29,6th,Economics and Finance,Social Sciences,71,72,0,0,NA
524371,Female,22,159,61,Orthodox,1.2,5th,Social Sciences,Environmental Sciences,47,44,0,1,25658.82841
524501,Male,21,177,76.5,Protestant,3.36,3rd,Mathematics and Statistics,Political Science,88,92,1,0,NA
525437,Female,25,166,67.1,Protestant,1.07,3rd,Environmental Sciences,Biology,74,72,1,0,NA
525448,Male,21,192,88.3,Protestant,2.32,5th,Economics and Finance,Mathematics and Statistics,70,69,1,0,NA
525752,Male,19,180,74.7,Muslim,2.15,>6th,Environmental Sciences,Mathematics and Statistics,75,65,1,1,40498.29963
526041,Female,20,162,67.4,Other,1.21,3rd,Economics and Finance,Social Sciences,67,69,1,0,NA
526104,Male,26,187,85.1,Protestant,1.18,3rd,Political Science,Environmental Sciences,53,50,1,0,NA
526145,Female,20,159,59.5,Protestant,2.03,6th,Biology,Mathematics and Statistics,75,78,0,1,37653.16526
526366,Male,19,173,74.4,Protestant,2.93,6th,Biology,Environmental Sciences,72,85,1,1,53834.89125
526849,Female,59,158,59.9,Other,2.86,>6th,Political Science,Economics and Finance,59,53,0,1,35270.19209
527029,Female,34,175,71.3,Catholic,3.07,4th,Economics and Finance,Mathematics and Statistics,67,77,1,1,43000.507
527149,Male,22,178,75.5,Catholic,2.4,3rd,Mathematics and Statistics,Social Sciences,89,87,0,0,NA
527383,Male,26,181,77.4,Catholic,1.6,3rd,Environmental Sciences,Economics and Finance,73,65,0,0,NA
527539,Male,21,178,76.5,Catholic,1.11,5th,Economics and Finance,Political Science,64,68,1,1,42592.82771
527540,Male,23,168,67.4,Catholic,1.06,5th,Economics and Finance,Biology,70,70,1,1,43516.37662
527542,Male,18,180,78.7,Catholic,1.88,3rd,Social Sciences,Economics and Finance,39,43,1,0,NA
527873,Female,20,163,64.8,Other,1.23,3rd,Political Science,Biology,64,58,0,0,NA
527884,Female,19,159,62.9,Other,2.09,3rd,Social Sciences,Mathematics and Statistics,42,53,1,0,NA
527962,Male,20,174,75.5,Orthodox,2.15,3rd,Biology,Political Science,73,74,0,0,NA
528279,Male,22,178,75.8,Protestant,1.48,4th,Mathematics and Statistics,Environmental Sciences,89,96,1,0,NA
528736,Female,20,181,77.2,Protestant,1.52,3rd,Environmental Sciences,Social Sciences,65,71,1,0,NA
529063,Male,22,188,86.3,Protestant,1.26,4th,Biology,Social Sciences,75,80,1,0,NA
529136,Male,20,183,80.1,Other,1.71,>6th,Mathematics and Statistics,Biology,91,92,0,1,54494.9356
529140,Male,19,172,71,Catholic,1.99,5th,Mathematics and Statistics,Social Sciences,87,95,1,1,46348.55883
529167,Male,22,169,69.4,Protestant,1.47,5th,Economics and Finance,Political Science,71,74,1,1,60101.44384
529677,Male,19,175,71.8,Catholic,2.85,5th,Environmental Sciences,Social Sciences,75,78,1,1,30853.20719
529799,Female,19,168,68.3,Catholic,1.92,6th,Mathematics and Statistics,Economics and Finance,84,86,1,1,41445.23411
530190,Male,21,182,79,Other,2.75,3rd,Mathematics and Statistics,Biology,89,93,1,0,NA
530372,Female,22,167,66.3,Catholic,1.32,3rd,Biology,Economics and Finance,74,80,1,0,NA
530627,Male,20,180,77.2,Catholic,3.55,3rd,Biology,Political Science,70,78,1,0,NA
530631,Female,24,185,81.1,Other,2.91,>6th,Social Sciences,Political Science,47,42,0,0,NA
530661,Male,21,186,82.4,Catholic,1.32,6th,Mathematics and Statistics,Economics and Finance,89,91,1,1,64539.88869
530796,Female,21,162,67.4,Catholic,1.8,4th,Biology,Social Sciences,77,81,0,0,NA
530824,Male,22,170,65.8,Protestant,1.79,5th,Mathematics and Statistics,Biology,89,86,0,1,58670.84946
531025,Female,20,160,63.2,Catholic,1.18,3rd,Political Science,Environmental Sciences,47,58,0,0,NA
531029,Male,23,183,81.8,Catholic,2.11,4th,Economics and Finance,Environmental Sciences,69,65,0,0,NA
531097,Female,19,157,60.8,Other,2,3rd,Political Science,Environmental Sciences,56,56,0,0,NA
531327,Male,20,174,73.3,Catholic,1.36,5th,Economics and Finance,Environmental Sciences,71,68,1,1,46884.99053
531434,Male,22,182,79,Other,2.7,6th,Environmental Sciences,Political Science,65,77,1,1,33021.16964
531715,Male,21,168,71.2,Protestant,2.18,3rd,Political Science,Environmental Sciences,51,56,1,0,NA
531885,Female,20,150,56.3,Other,1.34,3rd,Biology,Social Sciences,79,78,1,0,NA
531911,Female,18,156,64.6,Catholic,1.55,6th,Economics and Finance,Political Science,68,66,0,1,37245.86514
532021,Female,21,172,72.7,Protestant,3.24,6th,Environmental Sciences,Political Science,70,75,0,0,NA
532267,Female,22,172,72.8,Other,3.3,4th,Social Sciences,Environmental Sciences,46,39,0,1,31381.29497
532690,Female,18,170,69.3,Orthodox,2.44,6th,Social Sciences,Political Science,48,43,1,1,38738.0142
532868,Female,20,171,73.9,Catholic,1.7,3rd,Social Sciences,Political Science,47,42,1,0,NA
532938,Female,21,160,60.1,Protestant,1.4,4th,Political Science,Biology,54,58,1,1,31011.93188
533082,Female,22,173,73,Other,1.07,3rd,Social Sciences,Economics and Finance,43,47,1,0,NA
533127,Male,20,186,85.8,Other,1.95,>6th,Social Sciences,Environmental Sciences,47,49,1,1,41163.65455
533414,Female,23,173,74,Orthodox,1.25,4th,Environmental Sciences,Mathematics and Statistics,77,66,1,0,NA
533609,Male,22,170,69.9,Catholic,3.26,3rd,Mathematics and Statistics,Biology,87,81,1,0,NA
533924,Female,22,160,62.7,Other,2.85,3rd,Biology,Mathematics and Statistics,80,73,1,0,NA
